Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
647042	GOLGA6L10	NC_000015.10	-	82339993	82349475	0.0	0.0	0.0
606	NBEAP1	NC_000015.10	-	20669468	20756151	0.0	0.0	0.0
54581	SCAND2P	NC_000015.10	+	84631460	84642463	0.0	0.0	0.0
450250	PHF5HP	NC_000015.10	-	100845838	100846795	0.0	0.0	0.0
64843	ISL2	NC_000015.10	+	76336773	76342475	0.0	0.0	0.0
400464	LOC400464	NC_000015.10	+	99807023	99882982	0.0	0.0	0.0
390614	LOC390614	NC_000015.10	+	78831041	78832030	0.0	0.0	0.0
105371027	PCSK6-AS1	NC_000015.10	+	101334437	101337431	0.0	0.0	0.0
124900356	LOC124900356	NC_000015.10	-	32426288	32426420	0.0	0.0	0.0
204219	CERS3	NC_000015.10	-	100400395	100544683	0.0	0.0	0.0
729530	CNOT6LP1	NC_000015.10	-	56003305	56007179	0.0	0.0	0.0
106479862	RNU6-667P	NC_000015.10	-	79817349	79817450	0.0	0.0	0.0
101928414	SLC28A2-AS1	NC_000015.10	-	45251581	45279222	0.0	0.0	0.0
9493	KIF23	NC_000015.10	+	69414349	69448427	0.0	0.0	0.0
646358	LOC646358	NC_000015.10	-	65770250	65772154	0.0	0.0	0.0
124900357	LOC124900357	NC_000015.10	-	30384959	30385091	0.0	0.0	0.0
390651	OR4F13P	NC_000015.10	+	101842119	101850324	0.0	0.0	0.0
100629121	LOC100629121	NC_000015.10	+	30824841	30825209	0.0	0.0	0.0
100216517	DNM1P38	NC_000015.10	-	82531133	82532352	0.0	0.0	0.0
255180	GOLGA2P11	NC_000015.10	-	62241721	62257703	0.0	0.0	0.0
145845	LOC145845	NC_000015.10	-	36864443	36886533	0.0	0.0	0.0
254559	MIR9-3HG	NC_000015.10	+	89361579	89398487	0.0	0.0	0.0
23359	FAM189A1	NC_000015.10	-	29117712	29675409	0.0	0.0	0.0
100130855	USP3-AS1	NC_000015.10	-	63587710	63600827	0.0	0.0	0.0
124900358	LOC124900358	NC_000015.10	+	30581184	30581316	0.0	0.0	0.0
391532	PPIAP47	NC_000015.10	+	75746727	75747439	0.0	0.0	0.0
388181	FAM149B1P1	NC_000015.10	+	96756852	96758592	0.0	0.0	0.0
57082	KNL1	NC_000015.10	+	40594249	40664342	0.0	0.0	0.0
124900359	LOC124900359	NC_000015.10	+	30112198	30112330	0.0	0.0	0.0
84191	CIAO2A	NC_000015.10	-	64072565	64093838	0.0	0.0	0.0
100190923	EIF4EBP2P2	NC_000015.10	-	42578644	42581710	0.0	0.0	0.0
110006325	PPIP5K1P1-CATSPER2	NC_000015.10	-	43630562	43690031	0.0	0.0	0.0
105370894	LINC02255	NC_000015.10	+	74379082	74394756	0.0	0.0	0.0
106480417	SUMO2P15	NC_000015.10	+	40760597	40760874	0.0	0.0	0.0
105369201	GCAWKR	NC_000015.10	+	100849752	100876878	0.0	0.0	0.0
594855	CPLX3	NC_000015.10	+	74826627	74831802	0.0	0.0	0.0
100288486	DDX11L9	NC_000015.10	-	101976558	101979093	0.0	0.0	0.0
64220	STRA6	NC_000015.10	-	74179466	74209705	0.0	0.0	0.0
100129124	TVP23BP1	NC_000015.10	+	26964896	26965362	0.0	0.0	0.0
4212	MEIS2	NC_000015.10	-	36889204	37101311	0.0	0.0	0.0
106479418	RN7SL539P	NC_000015.10	-	32446674	32446964	0.0	0.0	0.0
11214	AKAP13	NC_000015.10	+	85380603	85749358	0.0	0.0	0.0
100132202	LOC100132202	NC_000015.10	+	28553568	28563779	0.0	0.0	0.0
161497	STRC	NC_000015.10	-	43599563	43618800	0.0	0.0	0.0
400456	LETR1	NC_000015.10	-	95279288	95327100	0.0	0.0	0.0
102724631	POTEB3	NC_000015.10	-	21425019	21440382	0.0	0.0	0.0
106481251	RNU6-231P	NC_000015.10	+	85821855	85821957	0.0	0.0	0.0
100288042	ZNF519P3	NC_000015.10	-	21911520	21913041	0.0	0.0	0.0
390535	GOLGA8EP	NC_000015.10	-	22424673	22438026	0.0	0.0	0.0
100423035	MIR4313	NC_000015.10	-	75762215	75762315	0.0	0.0	0.0
360184	CYCSP38	NC_000015.10	+	60558020	60558960	0.0	0.0	0.0
100288203	WHAMMP4	NC_000015.10	+	30471169	30490313	0.0	0.0	0.0
728498	GOLGA8H	NC_000015.10	+	30604028	30617752	0.0	0.0	0.0
100271632	RPL35AP32	NC_000015.10	-	66446396	66446840	0.0	0.0	0.0
106479261	RN7SL106P	NC_000015.10	+	23165897	23166186	0.0	0.0	0.0
101929690	LINC01583	NC_000015.10	+	82088594	82097694	0.0	0.0	0.0
646985	RPS12P25	NC_000015.10	-	79751666	79752049	0.0	0.0	0.0
80765	STARD5	NC_000015.10	-	81309053	81324141	0.0	0.0	0.0
100132204	DNM1P29	NC_000015.10	+	30395145	30398594	0.0	0.0	0.0
654499	FAM30C	NC_000015.10	+	21003277	21049836	0.0	0.0	0.0
100133220	GOLGA6L3	NC_000015.10	+	85240351	85247187	0.0	0.0	0.0
25820	ARIH1	NC_000015.10	+	72474330	72602987	0.0	0.0	0.0
80153	EDC3	NC_000015.10	-	74630558	74696024	0.0	0.0	0.0
106480127	RNU6-1287P	NC_000015.10	-	56274530	56274636	0.0	0.0	0.0
100652792	LOC100652792	NC_000015.10	+	92762757	92763793	0.0	0.0	0.0
100422556	LOC100422556	NC_000015.10	-	51918963	51924120	0.0	0.0	0.0
100216340	RPS24P16	NC_000015.10	+	67232407	67232909	0.0	0.0	0.0
106481205	RNU6-90P	NC_000015.10	+	51907200	51907305	0.0	0.0	0.0
106481838	RN7SL354P	NC_000015.10	+	50688900	50689115	0.0	0.0	0.0
554224	PPIP5K1P1	NC_000015.10	-	43663645	43690085	0.0	0.0	0.0
1106	CHD2	NC_000015.10	+	92900324	93027996	0.0	0.0	0.0
283673	EWSAT1	NC_000015.10	+	69080850	69095824	0.0	0.0	0.0
100287128	IGHV1OR15-2	NC_000015.10	-	19972739	19973305	0.0	0.0	0.0
51187	RSL24D1	NC_000015.10	-	55180806	55196941	0.0	0.0	0.0
100418951	ACTG1P15	NC_000015.10	-	34373534	34374577	0.0	0.0	0.0
441711	LOC441711	NC_000015.10	+	22371735	22373756	0.0	0.0	0.0
106481206	RNU6-94P	NC_000015.10	-	50347425	50347529	0.0	0.0	0.0
106481770	RNU6-466P	NC_000015.10	-	30956248	30956350	0.0	0.0	0.0
89838	ULK4P1	NC_000015.10	-	32406611	32435049	0.0	0.0	0.0
84993	UBL7	NC_000015.10	-	74445977	74461188	0.0	0.0	0.0
390618	LOC390618	NC_000015.10	-	79668189	79669095	0.0	0.0	0.0
100189264	TRR-TCG1-1	NC_000015.10	+	89335073	89335145	0.0	0.0	0.0
100420929	LOC100420929	NC_000015.10	-	58966782	58967637	0.0	0.0	0.0
57188	ADAMTSL3	NC_000015.10	+	83654123	84039842	0.0	0.0	0.0
3712	IVD	NC_000015.10	+	40405795	40435947	0.0	0.0	0.0
106480512	RN7SL469P	NC_000015.10	+	30143733	30143969	0.0	0.0	0.0
101929457	LOC101929457	NC_000015.10	+	77525595	77534110	0.0	0.0	0.0
100421771	UBE2Q2P8	NC_000015.10	+	84248418	84256032	0.0	0.0	0.0
403226	OR11J5P	NC_000015.10	-	20969250	20970209	0.0	0.0	0.0
100631265	MPHOSPH10P4	NC_000015.10	-	20547226	20547706	0.0	0.0	0.0
100421632	THRAP3P2	NC_000015.10	-	91742614	91743986	0.0	0.0	0.0
101928694	LIPC-AS1	NC_000015.10	-	58434901	58498735	0.0	0.0	0.0
145989	FSCN1P1	NC_000015.10	+	34494299	34497078	0.0	0.0	0.0
404551	RWDD1P1	NC_000015.10	+	78382572	78383320	0.0	0.0	0.0
27020	NPTN	NC_000015.10	-	73560014	73633389	0.0	0.0	0.0
100288637	LOC100288637	NC_000015.10	+	30646115	30773009	0.0	0.0	0.0
338963	LOC338963	NC_000015.10	-	82710471	82713993	0.0	0.0	0.0
100631266	MPHOSPH10P9	NC_000015.10	+	22453016	22453496	0.0	0.0	0.0
79400	NOX5	NC_000015.10	+	68930525	69062762	0.0	0.0	0.0
360183	CYCSP2	NC_000015.10	+	41108865	41109177	0.0	0.0	0.0
106479344	RN7SL331P	NC_000015.10	-	84205454	84205700	0.0	0.0	0.0
9187	SLC24A1	NC_000015.10	+	65611350	65661002	0.0	0.0	0.0
107984773	LINC01852	NC_000015.10	-	38068812	38072990	0.0	0.0	0.0
123228	SENP8	NC_000015.10	+	72114258	72143692	0.0	0.0	0.0
597	BCL2A1	NC_000015.10	-	79960892	79971196	0.0	0.0	0.0
100631267	MPHOSPH10P5	NC_000015.10	-	23141478	23142666	0.0	0.0	0.0
53339	BTBD1	NC_000015.10	-	83016423	83067252	0.0	0.0	0.0
196968	DNM1P46	NC_000015.10	-	99790780	99806927	0.0	0.0	0.0
145820	LINC00924	NC_000015.10	+	95433093	95507847	0.0	0.0	0.0
100128108	UBE2Q2P13	NC_000015.10	-	101737094	101745738	0.0	0.0	0.0
146050	ZSCAN29	NC_000015.10	-	43358175	43370062	0.0	0.0	0.0
81110	OR11J2P	NC_000015.10	+	20960662	20961607	0.0	0.0	0.0
440248	HERC2P9	NC_000015.10	+	28654442	28685264	0.0	0.0	0.0
257364	SNX33	NC_000015.10	+	75647912	75662301	0.0	0.0	0.0
27229	TUBGCP4	NC_000015.10	+	43371101	43409771	0.0	0.0	0.0
100128397	NIFKP5	NC_000015.10	-	90284323	90285601	0.0	0.0	0.0
100631268	MPHOSPH10P8	NC_000015.10	+	28547651	28548845	0.0	0.0	0.0
642402	GOLGA6L17P	NC_000015.10	+	82519590	82526484	0.0	0.0	0.0
441736	GOLGA8VP	NC_000015.10	-	101775281	101779514	0.0	0.0	0.0
56851	EMC7	NC_000015.10	-	34084017	34101862	0.0	0.0	0.0
9716	AQR	NC_000015.10	-	34851782	34969742	0.0	0.0	0.0
54832	VPS13C	NC_000015.10	-	61852389	62060447	0.0	0.0	0.0
220	ALDH1A3	NC_000015.10	+	100879831	100916626	0.0	0.0	0.0
729403	GAPDHP61	NC_000015.10	-	64528468	64529740	0.0	0.0	0.0
106479379	RN7SL428P	NC_000015.10	-	85210053	85210299	0.0	0.0	0.0
81488	POLR2M	NC_000015.10	+	57706714	57717557	0.0	0.0	0.0
54852	PAQR5	NC_000015.10	+	69314403	69407780	0.0	0.0	0.0
366	AQP9	NC_000015.10	+	58138169	58185911	0.0	0.0	0.0
55784	MCTP2	NC_000015.10	+	94231561	94483952	0.0	0.0	0.0
646	BNC1	NC_000015.10	-	83255884	83283457	0.0	0.0	0.0
102465531	MIR6882	NC_000015.10	-	74840642	74840707	0.0	0.0	0.0
2108	ETFA	NC_000015.10	-	76215353	76311469	0.0	0.0	0.0
728619	ASB9P1	NC_000015.10	+	92795484	92797108	0.0	0.0	0.0
100533483	DNAAF4-CCPG1	NC_000015.10	-	55355223	55498584	0.0	0.0	0.0
342096	GOLGA6A	NC_000015.10	-	74069857	74082550	0.0	0.0	0.0
585	BBS4	NC_000015.10	+	72686207	72738473	0.0	0.0	0.0
100312812	VN1R60P	NC_000015.10	-	20890117	20890615	0.0	0.0	0.0
102465910	MIR6859-3	NC_000015.10	+	101973524	101973591	0.0	0.0	0.0
56986	DTWD1	NC_000015.10	+	49621048	49656232	0.0	0.0	0.0
100874484	HMGN2P40	NC_000015.10	+	68254542	68255101	0.0	0.0	0.0
84952	CGNL1	NC_000015.10	+	57376505	57550717	0.0	0.0	0.0
100506874	LINC00933	NC_000015.10	+	84570649	84580181	0.0	0.0	0.0
400403	DNM1P9	NC_000015.10	+	77908260	77910392	0.0	0.0	0.0
101927129	LINC01580	NC_000015.10	+	93900701	93984150	0.0	0.0	0.0
646791	ANP32BP1	NC_000015.10	-	75321582	75322706	0.0	0.0	0.0
100130111	LOC100130111	NC_000015.10	+	29674935	29679163	0.0	0.0	0.0
400406	ADAMTS7P3	NC_000015.10	+	77976009	77993241	0.0	0.0	0.0
9990	SLC12A6	NC_000015.10	-	34229784	34338057	0.0	0.0	0.0
115752	DIS3L	NC_000015.10	+	66293309	66333898	0.0	0.0	0.0
91433	RCCD1	NC_000015.10	+	90954884	90963125	0.0	0.0	0.0
390660	ADAMTS7P1	NC_000015.10	+	82293283	82334561	0.0	0.0	0.0
106481432	RNU6-796P	NC_000015.10	-	84939617	84939723	0.0	0.0	0.0
56476	ABCB10P1	NC_000015.10	+	23179882	23183659	0.0	0.0	0.0
100288112	OR11J7P	NC_000015.10	+	21971719	21972625	0.0	0.0	0.0
100420928	LOC100420928	NC_000015.10	-	44914620	44930622	0.0	0.0	0.0
55056	GABPB1-IT1	NC_000015.10	-	50348936	50354879	0.0	0.0	0.0
145748	LYSMD4	NC_000015.10	-	99727401	99733444	0.0	0.0	0.0
80021	TMEM62	NC_000015.10	+	43133115	43185144	0.0	0.0	0.0
171177	RHOV	NC_000015.10	-	40872214	40874234	0.0	0.0	0.0
114118903	ARHGAP11A-SCG5	NC_000015.10	+	32615476	32697098	0.0	0.0	0.0
105370802	LOC105370802	NC_000015.10	+	45705195	45931069	0.0	0.0	0.0
81113	OR11H3P	NC_000015.10	-	22009549	22010495	0.0	0.0	0.0
107133487	MTND4LP23	NC_000015.10	+	58151222	58152605	0.0	0.0	0.0
3480	IGF1R	NC_000015.10	+	98648539	98964530	0.0	0.0	0.0
651053	DDX18P2	NC_000015.10	-	59871144	59873562	0.0	0.0	0.0
10260	DENND4A	NC_000015.10	-	65659123	65792293	0.0	0.0	0.0
124903600	LOC124903600	NC_000015.10	-	58600132	58600235	0.0	0.0	0.0
100421430	HNRNPA1P74	NC_000015.10	-	54320538	54321732	0.0	0.0	0.0
1544	CYP1A2	NC_000015.10	+	74748845	74756607	0.0	0.0	0.0
100873653	RNA5SP400	NC_000015.10	-	86138269	86138379	0.0	0.0	0.0
642131	LOC642131	NC_000015.10	-	22177855	22178596	0.0	0.0	0.0
406993	MIR211	NC_000015.10	-	31065032	31065141	0.0	0.0	0.0
4058	LTK	NC_000015.10	-	41503637	41513827	0.0	0.0	0.0
100312814	VN1R62P	NC_000015.10	-	21901097	21901595	0.0	0.0	0.0
124903601	LOC124903601	NC_000015.10	-	40607212	40607312	0.0	0.0	0.0
101929679	LINC02883	NC_000015.10	-	85754941	85758725	0.0	0.0	0.0
102466250	MIR7973-1	NC_000015.10	+	51314034	51314109	0.0	0.0	0.0
321	APBA2	NC_000015.10	+	28885974	29118315	0.0	0.0	0.0
101927751	ALDH1A3-AS1	NC_000015.10	-	100892343	100919283	0.0	0.0	0.0
106480559	RNU6-181P	NC_000015.10	-	100560687	100560781	0.0	0.0	0.0
283682	LINC01579	NC_000015.10	-	93896059	93900599	0.0	0.0	0.0
100128974	RBM17P4	NC_000015.10	-	35298047	35299593	0.0	0.0	0.0
124903602	LOC124903602	NC_000015.10	-	65570973	65571073	0.0	0.0	0.0
10681	GNB5	NC_000015.10	-	52115100	52179925	0.0	0.0	0.0
106478916	RNU6-18P	NC_000015.10	+	32284152	32284257	0.0	0.0	0.0
22995	CEP152	NC_000015.10	-	48737938	48811069	0.0	0.0	0.0
145873	MESP2	NC_000015.10	+	89776332	89778754	0.0	0.0	0.0
441733	PRKXP1	NC_000015.10	-	100547752	100559283	0.0	0.0	0.0
106480013	RNU6-1014P	NC_000015.10	+	46660658	46660760	0.0	0.0	0.0
100131623	NUTF2P6	NC_000015.10	+	35282515	35282985	0.0	0.0	0.0
100847059	MIR5094	NC_000015.10	-	89850637	89850721	0.0	0.0	0.0
100421768	UBE2Q2P12	NC_000015.10	-	84491474	84499537	0.0	0.0	0.0
106480701	RNU6-1235P	NC_000015.10	+	21307749	21307855	0.0	0.0	0.0
196996	GRAMD2A	NC_000015.10	-	72159806	72197787	0.0	0.0	0.0
6218	RPS17	NC_000015.10	-	82536750	82540457	0.0	0.0	0.0
56964	WDR93	NC_000015.10	+	89690811	89743638	0.0	0.0	0.0
51234	EMC4	NC_000015.10	+	34225016	34230156	0.0	0.0	0.0
23336	SYNM	NC_000015.10	+	99105080	99135593	0.0	0.0	0.0
79895	ATP8B4	NC_000015.10	-	49858238	50119233	0.0	0.0	0.0
283683	LOC283683	NC_000015.10	+	22757857	22778737	0.0	0.0	0.0
101059918	GOLGA8R	NC_000015.10	-	30400562	30414260	0.0	0.0	0.0
192683	SCAMP5	NC_000015.10	+	74995563	75021495	0.0	0.0	0.0
106480173	RNU1-77P	NC_000015.10	-	82174225	82174384	0.0	0.0	0.0
100996331	POTEB	NC_000015.10	-	21846329	21877279	0.0	0.0	0.0
348093	RBPMS2	NC_000015.10	-	64739891	64775589	0.0	0.0	0.0
124903605	LOC124903605	NC_000015.10	-	42708692	42708792	0.0	0.0	0.0
100302254	MIR1282	NC_000015.10	-	43793659	43793759	0.0	0.0	0.0
106481119	RN7SL719P	NC_000015.10	-	28703554	28703790	0.0	0.0	0.0
107080652	RN7SL736P	NC_000015.10	+	90293939	90294207	0.0	0.0	0.0
1198	CLK3	NC_000015.10	+	74608372	74630201	0.0	0.0	0.0
390616	ANKRD34C	NC_000015.10	+	79282722	79298239	0.0	0.0	0.0
441722	LOC441722	NC_000015.10	+	35092441	35093365	0.0	0.0	0.0
5371	PML	NC_000015.10	+	73994716	74047827	0.0	0.0	0.0
4236	MFAP1	NC_000015.10	-	43804492	43824690	0.0	0.0	0.0
101929701	LINC01584	NC_000015.10	-	86083345	86116717	0.0	0.0	0.0
124900370	LOC124900370	NC_000015.10	-	45214906	45215033	0.0	0.0	0.0
100996255	LINC02256	NC_000015.10	+	32536759	32580609	0.0	0.0	0.0
106481820	RN7SKP254	NC_000015.10	+	96486582	96486891	0.0	0.0	0.0
440225	NF1P2	NC_000015.10	-	21927657	21940278	0.0	0.0	0.0
645752	GOLGA6FP	NC_000015.10	-	77914217	77926846	0.0	0.0	0.0
105370762	LINC02252	NC_000015.10	-	34651135	34655764	0.0	0.0	0.0
124903607	LOC124903607	NC_000015.10	+	39950706	39950808	0.0	0.0	0.0
348094	ANKDD1A	NC_000015.10	+	64911902	64958691	0.0	0.0	0.0
100129256	NMNAT1P5	NC_000015.10	+	59964886	59965701	0.0	0.0	0.0
407044	MIR7-2	NC_000015.10	+	88611825	88611934	0.0	0.0	0.0
101928840	PWRN3	NC_000015.10	+	24441127	24447967	0.0	0.0	0.0
106480705	RNU6-17P	NC_000015.10	-	30254403	30254508	0.0	0.0	0.0
123169	LEO1	NC_000015.10	-	51938025	51971778	0.0	0.0	0.0
91948	LINC00923	NC_000015.10	-	97742616	97874429	0.0	0.0	0.0
29766	TMOD3	NC_000015.10	+	51829653	51915725	0.0	0.0	0.0
100128714	LINC02346	NC_000015.10	+	25902360	26053120	0.0	0.0	0.0
80381	CD276	NC_000015.10	+	73684383	73714514	0.0	0.0	0.0
124903608	LOC124903608	NC_000015.10	+	91835379	91835476	0.0	0.0	0.0
283687	ST20-AS1	NC_000015.10	+	79922771	79924854	0.0	0.0	0.0
101928174	GJD2-DT	NC_000015.10	+	34755084	34812923	0.0	0.0	0.0
692147	HMGB1P8	NC_000015.10	-	89135081	89136685	0.0	0.0	0.0
91860	CALML4	NC_000015.10	-	68190705	68206110	0.0	0.0	0.0
161725	OTUD7A	NC_000015.10	-	31475398	31870673	0.0	0.0	0.0
729073	CIBAR1P1	NC_000015.10	+	41163124	41164697	0.0	0.0	0.0
102723481	LINC02206	NC_000015.10	-	66931537	66956515	0.0	0.0	0.0
10239	AP3S2	NC_000015.10	-	89830599	89893994	0.0	0.0	0.0
91947	ARRDC4	NC_000015.10	+	97960703	97973833	0.0	0.0	0.0
123688	HYKK	NC_000015.10	+	78507577	78537373	0.0	0.0	0.0
100420042	CARS1P1	NC_000015.10	+	68749501	68750229	0.0	0.0	0.0
100420707	LOC100420707	NC_000015.10	-	29233701	29235169	0.0	0.0	0.0
653061	GOLGA8S	NC_000015.10	+	23354748	23368489	0.0	0.0	0.0
441726	RPL28P4	NC_000015.10	+	58200568	58200934	0.0	0.0	0.0
100652840	MPHOSPH10P3	NC_000015.10	+	30507364	30512788	0.0	0.0	0.0
654387	RPL31P6	NC_000015.10	+	92719431	92719712	0.0	0.0	0.0
54839	LRRC49	NC_000015.10	+	70853378	71053658	0.0	0.0	0.0
107105259	RNU6-1108P	NC_000015.10	-	44927605	44927703	0.0	0.0	0.0
55505	NOP10	NC_000015.10	-	34341719	34343136	0.0	0.0	0.0
57214	CEMIP	NC_000015.10	+	80779370	80951771	0.0	0.0	0.0
100240708	GAPDHP43	NC_000015.10	+	44354608	44355902	0.0	0.0	0.0
101927112	LINC01581	NC_000015.10	-	93905403	94107938	0.0	0.0	0.0
100507472	LOC100507472	NC_000015.10	-	101307251	101309304	0.0	0.0	0.0
6727	SRP14	NC_000015.10	-	40035690	40039202	0.0	0.0	0.0
642935	ADAMTS7P4	NC_000015.10	-	85255369	85270854	0.0	0.0	0.0
595100	SNORD18C	NC_000015.10	-	66501252	66501318	0.0	0.0	0.0
29767	TMOD2	NC_000015.10	+	51751597	51816363	0.0	0.0	0.0
100861430	PDCD6IPP1	NC_000015.10	+	22727104	22744699	0.0	0.0	0.0
100422844	MIR3118-3	NC_000015.10	+	21406385	21406459	0.0	0.0	0.0
2553	GABPB1	NC_000015.10	-	50275389	50355198	0.0	0.0	0.0
100302666	CSPG4P13	NC_000015.10	+	77878638	77904671	0.0	0.0	0.0
9728	SECISBP2L	NC_000015.10	-	48988638	49046446	0.0	0.0	0.0
101926928	CRAT37	NC_000015.10	+	91463339	91494850	0.0	0.0	0.0
100130660	HNRNPA1P45	NC_000015.10	+	35400630	35401866	0.0	0.0	0.0
100422949	MIR3118-2	NC_000015.10	+	20832795	20832869	0.0	0.0	0.0
9101	USP8	NC_000015.10	+	50424405	50514421	0.0	0.0	0.0
100616396	MIR4712	NC_000015.10	+	50360329	50360410	0.0	0.0	0.0
10066	SCAMP2	NC_000015.10	-	74843730	74873365	0.0	0.0	0.0
100422845	MIR1233-2	NC_000015.10	-	34528290	34528371	0.0	0.0	0.0
64864	RFX7	NC_000015.10	-	56087280	56245082	0.0	0.0	0.0
106479339	RN7SL319P	NC_000015.10	+	75785134	75785354	0.0	0.0	0.0
106479451	RN7SL628P	NC_000015.10	+	30612724	30612960	0.0	0.0	0.0
102	ADAM10	NC_000015.10	-	58588809	58749707	0.0	0.0	0.0
106481397	RNU6-686P	NC_000015.10	+	65229861	65229967	0.0	0.0	0.0
646243	CXADRP2	NC_000015.10	-	21371493	21373968	0.0	0.0	0.0
54551	MAGEL2	NC_000015.10	-	23643549	23647867	0.0	0.0	0.0
106481846	RN7SL497P	NC_000015.10	-	41191965	41192265	0.0	0.0	0.0
51065	RPS27L	NC_000015.10	-	63148249	63157477	0.0	0.0	0.0
100507118	PRC1-AS1	NC_000015.10	+	90966369	90988624	0.0	0.0	0.0
646379	IGHV1OR15-4	NC_000015.10	-	22194885	22195178	0.0	0.0	0.0
51103	NDUFAF1	NC_000015.10	-	41387353	41402496	0.0	0.0	0.0
5151	PDE8A	NC_000015.10	+	84980467	85139142	0.0	0.0	0.0
107075182	MTCO3P23	NC_000015.10	+	58150275	58150563	0.0	0.0	0.0
100137047	JMJD7	NC_000015.10	+	41828092	41837581	0.0	0.0	0.0
23184	MESD	NC_000015.10	-	80946289	80989819	0.0	0.0	0.0
54866	PPP1R14D	NC_000015.10	-	40815451	40828708	0.0	0.0	0.0
113218493	MIR11181	NC_000015.10	-	87946206	87946268	0.0	0.0	0.0
23478	SEC11A	NC_000015.10	-	84669544	84716139	0.0	0.0	0.0
646177	SPATA31E2P	NC_000015.10	-	20593363	20597348	0.0	0.0	0.0
106479923	RNU6-807P	NC_000015.10	-	101648206	101648312	0.0	0.0	0.0
81104	OR4Q1P	NC_000015.10	+	22044417	22045397	0.0	0.0	0.0
100287399	POTEB2	NC_000015.10	-	20835372	20866314	0.0	0.0	0.0
100500855	MIR3713	NC_000015.10	+	76586647	76586691	0.0	0.0	0.0
283710	LINC03034	NC_000015.10	-	31222767	31230862	0.0	0.0	0.0
106481848	RN7SL545P	NC_000015.10	-	22429200	22429489	0.0	0.0	0.0
390638	LOC390638	NC_000015.10	-	91031947	91035295	0.0	0.0	0.0
3067	HDC	NC_000015.10	-	50241947	50265726	0.0	0.0	0.0
1445	CSK	NC_000015.10	+	74782080	74803197	0.0	0.0	0.0
56906	THAP10	NC_000015.10	-	70881342	70892433	0.0	0.0	0.0
4240	MFGE8	NC_000015.10	-	88898683	88913379	0.0	0.0	0.0
53905	DUOX1	NC_000015.10	+	45129994	45165574	0.0	0.0	0.0
105371011	LINC02351	NC_000015.10	-	98323433	98420998	0.0	0.0	0.0
100302184	MIR1272	NC_000015.10	-	64762387	64762515	0.0	0.0	0.0
100137049	PLA2G4B	NC_000015.10	+	41838847	41848143	0.0	0.0	0.0
1512	CTSH	NC_000015.10	-	78921058	78945046	0.0	0.0	0.0
6068	SNORD3P1	NC_000015.10	-	58760466	58760681	0.0	0.0	0.0
105369212	LOC105369212	NC_000015.10	-	96082052	96127841	0.0	0.0	0.0
105370980	LOC105370980	NC_000015.10	+	93205733	93208047	0.0	0.0	0.0
729241	RPL21P117	NC_000015.10	-	59552572	59553133	0.0	0.0	0.0
29106	SCG3	NC_000015.10	+	51681503	51721026	0.0	0.0	0.0
653125	GOLGA8K	NC_000015.10	-	32389599	32403292	0.0	0.0	0.0
101928042	ARHGAP11A-DT	NC_000015.10	-	32586105	32614746	0.0	0.0	0.0
10845	CLPX	NC_000015.10	-	65148219	65185342	0.0	0.0	0.0
283711	UBE2CP4	NC_000015.10	+	31420117	31421168	0.0	0.0	0.0
101929479	LOC101929479	NC_000015.10	-	85205007	85234795	0.0	0.0	0.0
106479097	RNU7-195P	NC_000015.10	+	89120779	89120840	0.0	0.0	0.0
100129973	CERNA1	NC_000015.10	+	52180026	52205879	0.0	0.0	0.0
101927286	LINC02254	NC_000015.10	-	97370371	97521811	0.0	0.0	0.0
2242	FES	NC_000015.10	+	90884504	90895776	0.0	0.0	0.0
645202	LOC645202	NC_000015.10	-	28347851	28358084	0.0	0.0	0.0
140691	TRIM69	NC_000015.10	+	44736528	44767827	0.0	0.0	0.0
81556	INTS14	NC_000015.10	-	65578757	65611131	0.0	0.0	0.0
114817	CSPG4P5	NC_000015.10	-	84398316	84411701	0.0	0.0	0.0
1583	CYP11A1	NC_000015.10	-	74337762	74367646	0.0	0.0	0.0
440243	GOLGA6L22	NC_000015.10	+	22458903	22469226	0.0	0.0	0.0
26108	PYGO1	NC_000015.10	-	55538884	55588971	0.0	0.0	0.0
646934	LOC646934	NC_000015.10	+	78728950	78735123	0.0	0.0	0.0
6692	SPINT1	NC_000015.10	+	40844048	40858207	0.0	0.0	0.0
100190987	FDPSP10	NC_000015.10	-	43140094	43141267	0.0	0.0	0.0
3603	IL16	NC_000015.10	+	81196879	81314058	0.0	0.0	0.0
100820829	MYZAP	NC_000015.10	+	57591904	57685364	0.0	0.0	0.0
102723320	CERS3-AS1	NC_000015.10	+	100372939	100437914	0.0	0.0	0.0
83440	ADPGK	NC_000015.10	-	72751294	72783758	0.0	0.0	0.0
100422310	C1QBPP3	NC_000015.10	+	33693211	33694251	0.0	0.0	0.0
22909	FAN1	NC_000015.10	+	30903852	30911788	0.0	0.0	0.0
102464834	MIR6085	NC_000015.10	+	62343029	62343138	0.0	0.0	0.0
645693	EEF1A1P22	NC_000015.10	-	52936943	52938581	0.0	0.0	0.0
101928988	LOC101928988	NC_000015.10	+	63928274	63935953	0.0	0.0	0.0
283761	LINC00928	NC_000015.10	-	89504930	89524034	0.0	0.0	0.0
283731	LOC283731	NC_000015.10	-	74126373	74129278	0.0	0.0	0.0
388077	IGHV1OR15-1	NC_000015.10	-	22160289	22160930	0.0	0.0	0.0
